Tool,Execution Time (s),CPU Used (%),Memory Used (KB)
mypy,0.15,100,52452
bandit,0.20,100,29148
flake8,0.15,232,24752
ruff,0.01,141,82252
mypy,0.15,100,52624
bandit,0.20,99,29328
flake8,0.15,233,22800
ruff,0.01,145,76088
mypy,0.15,100,52544
bandit,0.21,97,29220
flake8,0.15,234,24816
ruff,0.01,135,82412
mypy,0.15,99,52480
bandit,0.20,99,29284
flake8,0.15,233,22728
ruff,0.01,153,86220
mypy,0.21,100,52548
bandit,0.20,99,29156
flake8,0.15,243,22800
ruff,0.06,107,80900
mypy,0.15,100,52628
bandit,0.20,100,29132
flake8,0.16,228,22872
ruff,0.01,128,76548
mypy,0.15,100,52556
bandit,0.21,99,29156
flake8,0.16,232,24768
ruff,0.01,129,80428
mypy,0.15,100,52560
bandit,0.20,99,29252
flake8,0.15,233,24724
ruff,0.01,136,80068
mypy,0.15,100,52536
bandit,0.20,100,29124
flake8,0.15,234,24832
ruff,0.01,136,80124
mypy,0.15,99,52616
bandit,0.21,100,29152
flake8,0.15,233,22688
ruff,0.01,160,80388
mypy,0.15,100,52584
bandit,0.20,100,29248
flake8,0.15,227,24844
ruff,0.01,116,84048
mypy,0.15,100,52460
bandit,0.20,100,29136
flake8,0.15,235,22804
ruff,0.01,145,76560
mypy,0.15,100,52448
bandit,0.20,99,29236
flake8,0.15,236,22808
ruff,0.01,141,76364
mypy,0.15,100,52500
bandit,0.20,99,29156
flake8,0.15,239,22792
ruff,0.01,133,84296
mypy,0.15,98,52564
bandit,0.20,99,29220
flake8,0.16,226,22816
ruff,0.01,129,78620
mypy,0.15,100,52604
bandit,0.20,99,29128
flake8,0.15,235,22860
ruff,0.01,127,78140
mypy,0.15,100,52560
bandit,0.20,99,29332
flake8,0.15,232,22664
ruff,0.01,133,80360
mypy,0.15,100,52480
bandit,0.22,98,29232
flake8,0.17,233,22808
ruff,0.01,127,80432
mypy,0.15,96,52628
bandit,0.20,99,29156
flake8,0.15,231,22784
ruff,0.01,129,78476
mypy,0.15,99,52560
bandit,0.20,100,29152
flake8,0.16,232,22788
ruff,0.01,145,84108
mypy,0.15,100,52544
bandit,0.20,99,29300
flake8,0.15,239,22812
ruff,0.01,145,80248
mypy,0.16,100,52532
bandit,0.20,100,29248
flake8,0.15,236,22864
ruff,0.01,145,82240
mypy,0.15,100,52552
bandit,0.20,99,29264
flake8,0.15,232,22740
ruff,0.01,137,74684
mypy,0.15,100,52532
bandit,0.20,99,29156
flake8,0.16,237,24772
ruff,0.01,145,83832
mypy,0.15,94,52548
bandit,0.20,96,29236
flake8,0.14,241,22816
ruff,0.01,133,78496
mypy,0.15,100,52624
bandit,0.20,99,29280
flake8,0.15,232,24904
ruff,0.01,133,74188
mypy,0.15,99,52528
bandit,0.20,99,29156
flake8,0.15,231,24740
ruff,0.01,116,76252
mypy,0.15,99,52552
bandit,0.20,99,29232
flake8,0.15,234,22688
ruff,0.01,146,74720
mypy,0.14,100,52536
bandit,0.20,99,29256
flake8,0.15,237,22708
ruff,0.01,133,81320
mypy,0.15,100,52552
bandit,0.20,100,29300
flake8,0.15,232,22812
ruff,0.01,125,80064
mypy,0.15,100,52612
bandit,0.20,100,29300
flake8,0.16,234,22800
ruff,0.01,123,74336
mypy,0.15,99,52620
bandit,0.20,99,29136
flake8,0.15,238,22664
ruff,0.01,133,74580
mypy,0.17,99,52616
bandit,0.20,100,29296
flake8,0.15,233,22800
ruff,0.05,108,80460
mypy,0.15,99,52608
bandit,0.20,100,29324
flake8,0.15,230,22680
ruff,0.01,154,82384
mypy,0.15,100,52552
bandit,0.21,100,29152
flake8,0.15,239,22736
ruff,0.01,123,74416
mypy,0.15,100,52544
bandit,0.20,99,29252
flake8,0.14,232,22784
ruff,0.01,133,78212
mypy,0.15,99,52568
bandit,0.20,99,29268
flake8,0.15,230,22664
ruff,0.01,145,82200
mypy,0.15,100,52616
bandit,0.20,99,29260
flake8,0.15,235,22800
ruff,0.01,133,80148
mypy,0.15,99,52564
bandit,0.20,100,29332
flake8,0.15,239,22796
ruff,0.01,122,80392
mypy,0.15,100,52456
bandit,0.20,100,29252
flake8,0.15,234,24700
ruff,0.01,133,78196
mypy,0.15,99,52548
bandit,0.20,100,29156
flake8,0.14,239,24848
ruff,0.01,145,83344
mypy,0.15,100,52632
bandit,0.20,99,29152
flake8,0.14,234,22716
ruff,0.01,145,80784
mypy,0.15,100,52528
bandit,0.20,99,29092
flake8,0.16,231,22808
ruff,0.01,131,74352
mypy,0.15,98,52544
bandit,0.20,99,29320
flake8,0.15,229,22732
ruff,0.01,133,82184
mypy,0.14,99,52540
bandit,0.20,99,29232
flake8,0.15,242,22792
ruff,0.01,145,80320
mypy,0.15,100,52572
bandit,0.20,99,29132
flake8,0.16,225,22668
ruff,0.01,145,78472
mypy,0.15,100,52612
bandit,0.20,99,29088
flake8,0.16,234,22704
ruff,0.01,122,80456
mypy,0.15,100,52580
bandit,0.20,100,29232
flake8,0.15,234,24848
ruff,0.01,140,67840
mypy,0.15,100,52548
bandit,0.20,99,29304
flake8,0.15,241,22800
ruff,0.01,145,82288
mypy,0.15,99,52548
bandit,0.20,99,29120
flake8,0.15,233,22864
ruff,0.01,133,74308
mypy,0.15,100,52536
bandit,0.20,100,29332
flake8,0.15,227,24728
ruff,0.01,123,76404
mypy,0.15,94,52632
bandit,0.20,99,29236
flake8,0.16,233,22704
ruff,0.01,133,86076
mypy,0.15,99,52448
bandit,0.20,100,29156
flake8,0.15,233,24724
ruff,0.01,133,82364
mypy,0.15,100,52612
bandit,0.20,99,29236
flake8,0.16,232,22792
ruff,0.01,120,65664
mypy,0.15,100,52568
bandit,0.20,100,29144
flake8,0.15,231,22732
ruff,0.01,122,82228
mypy,0.15,100,52620
bandit,0.20,99,29080
flake8,0.15,239,24820
ruff,0.01,133,84132
mypy,0.15,100,52536
bandit,0.20,99,29228
flake8,0.16,232,22688
ruff,0.01,145,84276
mypy,0.15,99,52532
bandit,0.21,96,29292
flake8,0.15,243,22812
ruff,0.01,133,82228
mypy,0.15,100,52616
bandit,0.20,100,29232
flake8,0.16,238,24848
ruff,0.01,129,78660
mypy,0.15,100,52604
bandit,0.20,99,29232
flake8,0.15,232,22808
ruff,0.01,138,84268
mypy,0.15,99,52604
bandit,0.20,99,29084
flake8,0.15,244,22864
ruff,0.01,150,78488
mypy,0.15,100,52528
bandit,0.23,100,29232
flake8,0.15,232,24756
ruff,0.05,100,63748
mypy,0.15,100,52484
bandit,0.20,100,29256
flake8,0.16,234,22816
ruff,0.01,135,78184
mypy,0.15,100,52564
bandit,0.20,99,29328
flake8,0.15,237,22796
ruff,0.01,133,80096
mypy,0.15,98,52528
bandit,0.20,99,29252
flake8,0.15,234,24828
ruff,0.01,141,80428
mypy,0.14,99,52600
bandit,0.20,99,29160
flake8,0.15,231,24772
ruff,0.01,136,83264
mypy,0.15,100,52612
bandit,0.20,99,29252
flake8,0.15,233,24840
ruff,0.01,122,84444
mypy,0.15,100,52528
bandit,0.20,99,28960
flake8,0.16,232,22804
ruff,0.01,136,82172
mypy,0.15,99,52560
bandit,0.21,100,29152
flake8,0.15,242,22660
ruff,0.01,133,82136
mypy,0.16,99,52628
bandit,0.25,99,29260
flake8,0.16,236,22788
ruff,0.01,154,80432
mypy,0.16,94,52608
bandit,0.22,99,29236
flake8,0.16,236,22704
ruff,0.01,131,84260
mypy,0.15,100,52600
bandit,0.20,99,29268
flake8,0.15,237,22732
ruff,0.01,136,75720
mypy,0.15,99,52560
bandit,0.20,99,29280
flake8,0.15,244,22864
ruff,0.01,154,80120
mypy,0.15,99,52632
bandit,0.20,99,29300
flake8,0.15,239,24824
ruff,0.01,150,74356
mypy,0.15,99,52544
bandit,0.21,100,29216
flake8,0.16,237,22804
ruff,0.01,131,80380
mypy,0.15,100,52536
bandit,0.20,100,29252
flake8,0.16,231,22704
ruff,0.01,136,80204
mypy,0.15,100,52604
bandit,0.20,100,29228
flake8,0.15,240,22788
ruff,0.01,130,82412
mypy,0.15,100,52532
bandit,0.20,100,29284
flake8,0.16,232,24732
ruff,0.01,150,72488
mypy,0.15,99,52528
bandit,0.20,100,29140
flake8,0.16,241,24840
ruff,0.01,122,82300
mypy,0.15,100,52608
bandit,0.20,100,29260
flake8,0.15,236,22776
ruff,0.01,133,80644
mypy,0.15,100,52552
bandit,0.20,100,29224
flake8,0.15,235,24672
ruff,0.01,133,84212
mypy,0.15,99,52524
bandit,0.20,99,29236
flake8,0.15,229,22804
ruff,0.01,145,82040
mypy,0.15,100,52528
bandit,0.20,99,29160
flake8,0.15,232,22864
ruff,0.01,133,82160
mypy,0.15,100,52552
bandit,0.21,99,29084
flake8,0.15,231,24712
ruff,0.01,128,82364
mypy,0.15,99,52568
bandit,0.22,97,29248
flake8,0.16,238,22796
ruff,0.01,145,76204
mypy,0.17,99,52544
bandit,0.22,99,29324
flake8,0.15,226,22800
ruff,0.01,141,78268
mypy,0.15,100,52576
bandit,0.21,100,29220
flake8,0.15,231,22860
ruff,0.01,126,76576
mypy,0.15,100,52484
bandit,0.21,100,29256
flake8,0.16,225,24836
ruff,0.01,138,80392
mypy,0.15,94,52608
bandit,0.22,96,28964
flake8,0.15,240,22808
ruff,0.01,136,86400
mypy,0.16,93,52632
bandit,0.21,100,29280
flake8,0.16,235,22808
ruff,0.01,133,82528
mypy,0.15,100,52624
bandit,0.22,100,29208
flake8,0.15,228,22804
ruff,0.01,127,70216
mypy,0.15,95,52540
bandit,0.21,99,29328
flake8,0.15,240,22796
ruff,0.01,133,84128
mypy,0.15,100,52536
bandit,0.20,99,29232
flake8,0.16,241,22804
ruff,0.01,141,76568
mypy,0.15,98,52548
bandit,0.21,99,29292
flake8,0.16,228,22692
ruff,0.01,138,82280
mypy,0.15,98,52484
bandit,0.21,99,29240
flake8,0.15,234,22796
ruff,0.02,125,80512
mypy,0.15,99,52608
bandit,0.20,100,29328
flake8,0.16,239,24732
ruff,0.01,123,80256
mypy,0.15,100,52560
bandit,0.20,99,29264
flake8,0.16,239,22728
ruff,0.01,145,82512
mypy,0.15,100,52548
bandit,0.20,99,29264
flake8,0.16,237,22680
ruff,0.01,145,82364
mypy,0.15,100,52568
bandit,0.20,99,29332
flake8,0.15,231,22708
ruff,0.02,120,80256
mypy,0.15,100,52476
bandit,0.20,99,29076
flake8,0.15,232,24732
ruff,0.01,141,84536
mypy,0.15,100,52616
bandit,0.21,99,29216
flake8,0.15,234,24836
ruff,0.01,145,81944
mypy,0.15,100,52564
bandit,0.20,99,29084
flake8,0.15,238,22820
ruff,0.01,125,82132
mypy,0.15,100,52548
bandit,0.21,100,28964
flake8,0.15,234,22816
ruff,0.02,130,83976
mypy,0.15,100,52564
bandit,0.21,99,29236
flake8,0.15,234,24848
ruff,0.01,133,86308
mypy,0.15,100,52604
bandit,0.22,99,29240
flake8,0.15,239,24764
ruff,0.01,150,82368
mypy,0.16,100,52628
bandit,0.21,99,29132
flake8,0.16,232,24840
ruff,0.01,141,84388
mypy,0.15,99,52552
bandit,0.21,99,28964
flake8,0.19,211,24836
ruff,0.01,123,64244
mypy,0.19,100,52616
bandit,0.21,99,29252
flake8,0.15,237,22684
ruff,0.05,107,85016
mypy,0.15,100,52564
bandit,0.20,100,29080
flake8,0.15,239,22860
ruff,0.01,133,86328
mypy,0.15,99,52568
bandit,0.20,99,29120
flake8,0.16,240,22864
ruff,0.01,133,84176
mypy,0.15,100,52532
bandit,0.21,100,29152
flake8,0.16,226,22740
ruff,0.01,129,78444
mypy,0.15,99,52608
bandit,0.20,100,29280
flake8,0.15,229,24796
ruff,0.01,141,84144
mypy,0.15,99,52460
bandit,0.20,99,29252
flake8,0.16,232,22808
ruff,0.01,150,70380
mypy,0.15,100,52448
bandit,0.20,100,29156
flake8,0.15,244,22868
ruff,0.01,133,82380
mypy,0.15,100,52556
bandit,0.21,100,29284
flake8,0.15,236,22812
ruff,0.01,122,72300
mypy,0.19,96,52524
bandit,0.23,100,29228
flake8,0.15,236,22704
ruff,0.06,106,84196
mypy,0.15,99,52536
bandit,0.20,99,29248
flake8,0.15,241,22812
ruff,0.01,133,84492
mypy,0.15,99,52452
bandit,0.20,100,29156
flake8,0.15,236,22864
ruff,0.01,136,76148
mypy,0.15,99,52624
bandit,0.21,100,29224
flake8,0.15,236,22868
ruff,0.01,127,84428
mypy,0.16,99,52592
bandit,0.20,99,29252
flake8,0.15,234,22808
ruff,0.01,127,80284
mypy,0.15,99,52568
bandit,0.20,99,29264
flake8,0.15,236,22684
ruff,0.01,130,76188
mypy,0.15,99,52544
bandit,0.20,99,29128
flake8,0.15,236,22812
ruff,0.01,150,78528
mypy,0.15,99,52560
bandit,0.20,99,29256
flake8,0.15,233,22684
ruff,0.01,126,84052
mypy,0.15,99,52448
bandit,0.20,99,28964
flake8,0.16,233,22820
ruff,0.01,145,79036
mypy,0.15,100,52556
bandit,0.20,100,29124
flake8,0.16,239,22804
ruff,0.01,123,84688
mypy,0.15,99,52564
bandit,0.20,99,29260
flake8,0.15,232,22800
ruff,0.01,145,80640
mypy,0.15,93,52628
bandit,0.20,100,29252
flake8,0.16,223,22684
ruff,0.01,127,84676
mypy,0.15,99,52568
bandit,0.20,100,29152
flake8,0.15,233,22872
ruff,0.01,145,86056
mypy,0.15,99,52492
bandit,0.20,99,29256
flake8,0.16,239,22792
ruff,0.01,133,86472
mypy,0.15,100,52608
bandit,0.20,99,29260
flake8,0.15,238,22680
ruff,0.01,145,82472
mypy,0.15,99,52544
bandit,0.20,99,29160
flake8,0.15,229,22812
ruff,0.01,135,70408
mypy,0.15,100,52460
bandit,0.20,99,29232
flake8,0.15,235,22812
ruff,0.01,141,84400
mypy,0.15,99,52548
bandit,0.20,100,29160
flake8,0.15,236,22812
ruff,0.01,141,78560
mypy,0.15,99,52532
bandit,0.20,99,29136
flake8,0.15,237,22804
ruff,0.01,145,82156
mypy,0.15,100,52524
bandit,0.20,99,29252
flake8,0.16,231,22660
ruff,0.01,117,74692
mypy,0.15,100,52564
bandit,0.20,99,29128
flake8,0.15,231,22684
ruff,0.01,127,76376
mypy,0.15,100,52456
bandit,0.20,99,29332
flake8,0.15,230,22712
ruff,0.01,133,84372
mypy,0.15,100,52552
bandit,0.20,100,29252
flake8,0.15,239,22864
ruff,0.01,136,84124
mypy,0.15,98,52584
bandit,0.20,100,29248
flake8,0.15,232,22816
ruff,0.01,123,76420
mypy,0.15,100,52544
bandit,0.21,100,29244
flake8,0.15,239,22704
ruff,0.01,138,82336
mypy,0.15,100,52536
bandit,0.20,96,29080
flake8,0.16,231,22692
ruff,0.01,145,86276
mypy,0.15,100,52556
bandit,0.20,99,29264
flake8,0.15,239,22732
ruff,0.01,141,78492
mypy,0.15,99,52540
bandit,0.20,100,29292
flake8,0.15,233,22804
ruff,0.01,122,84104
mypy,0.15,100,52536
bandit,0.20,99,29240
flake8,0.15,232,22816
ruff,0.01,145,80584
mypy,0.15,100,52448
bandit,0.20,99,29252
flake8,0.15,240,24840
ruff,0.01,145,82108
mypy,0.15,99,52536
bandit,0.20,99,29328
flake8,0.15,238,22688
ruff,0.01,136,78156
mypy,0.15,99,52560
bandit,0.20,100,29124
flake8,0.15,232,24820
ruff,0.01,127,82256
mypy,0.15,99,52480
bandit,0.20,100,29124
flake8,0.15,237,22868
ruff,0.01,136,70664
mypy,0.15,100,52528
bandit,0.20,99,29256
flake8,0.14,233,22808
ruff,0.01,136,84024
mypy,0.15,100,52600
bandit,0.20,99,29268
flake8,0.15,235,22808
ruff,0.01,136,80512
mypy,0.15,99,52556
bandit,0.20,100,29156
flake8,0.16,228,22728
ruff,0.01,121,82392
mypy,0.15,100,52556
bandit,0.20,100,29208
flake8,0.16,227,22740
ruff,0.01,141,82052
mypy,0.15,100,52604
bandit,0.20,99,29088
flake8,0.15,235,22696
ruff,0.01,136,76496
mypy,0.15,100,52568
bandit,0.20,100,29164
flake8,0.15,244,22808
ruff,0.01,150,78672
mypy,0.15,99,52604
bandit,0.20,100,29328
flake8,0.16,236,22708
ruff,0.01,127,78680
mypy,0.15,100,52556
bandit,0.20,99,29156
flake8,0.15,232,22804
ruff,0.01,133,82440
mypy,0.15,100,52608
bandit,0.20,100,29264
flake8,0.16,239,22776
ruff,0.01,150,76496
mypy,0.15,100,52572
bandit,0.20,99,29240
flake8,0.15,235,22808
ruff,0.01,125,78420
mypy,0.15,99,52544
bandit,0.22,100,29252
flake8,0.18,223,22748
ruff,0.01,128,54032
mypy,0.15,99,52604
bandit,0.20,99,29160
flake8,0.15,236,22788
ruff,0.01,107,74160
mypy,0.15,98,52568
bandit,0.20,100,29160
flake8,0.15,229,22876
ruff,0.01,133,80060
mypy,0.15,100,52572
bandit,0.20,100,29252
flake8,0.15,239,22660
ruff,0.01,141,84184
mypy,0.15,96,52536
bandit,0.21,99,29228
flake8,0.15,231,22812
ruff,0.01,133,66104
mypy,0.15,100,52576
bandit,0.20,100,29256
flake8,0.15,235,22736
ruff,0.01,118,73852
mypy,0.15,94,52560
bandit,0.21,100,29252
flake8,0.15,234,24900
ruff,0.01,133,78476
mypy,0.15,100,52532
bandit,0.20,99,29232
flake8,0.15,231,22740
ruff,0.01,150,80456
mypy,0.15,100,52456
bandit,0.20,99,29240
flake8,0.16,227,22680
ruff,0.01,135,80536
mypy,0.15,100,52632
bandit,0.20,100,29244
flake8,0.15,233,22800
ruff,0.01,133,74360
mypy,0.15,100,52620
bandit,0.20,99,29256
flake8,0.15,238,22720
ruff,0.01,145,72488
mypy,0.15,100,52604
bandit,0.20,100,29140
flake8,0.15,235,22816
ruff,0.01,136,80476
mypy,0.15,100,52560
bandit,0.20,99,29240
flake8,0.15,239,22744
ruff,0.01,129,78300
mypy,0.15,99,52552
bandit,0.20,99,29152
flake8,0.15,237,24832
ruff,0.01,141,82440
mypy,0.15,99,52528
bandit,0.20,100,29120
flake8,0.15,228,24732
ruff,0.01,145,78560
mypy,0.15,99,52624
bandit,0.20,99,29236
flake8,0.15,241,22808
ruff,0.01,125,82496
mypy,0.15,99,52560
bandit,0.21,99,29232
flake8,0.15,235,24744
ruff,0.01,129,82292
mypy,0.15,99,52556
bandit,0.20,100,29148
flake8,0.16,225,22676
ruff,0.01,118,61780
mypy,0.15,100,52600
bandit,0.20,99,29128
flake8,0.15,233,22712
ruff,0.01,145,80376
mypy,0.15,99,52544
bandit,0.20,100,28960
flake8,0.15,241,24808
ruff,0.01,154,80600
mypy,0.15,100,52624
bandit,0.21,96,29140
flake8,0.15,239,24768
ruff,0.01,135,82508
mypy,0.15,100,52608
bandit,0.20,99,29332
flake8,0.15,237,24812
ruff,0.01,145,76424
mypy,0.15,100,52552
bandit,0.20,100,29212
flake8,0.15,232,22800
ruff,0.01,133,78184
mypy,0.15,100,52608
bandit,0.20,100,29244
flake8,0.16,230,22864
ruff,0.01,154,76880
mypy,0.15,100,52564
bandit,0.20,99,29152
flake8,0.16,233,22812
ruff,0.01,137,76440
mypy,0.15,100,52452
bandit,0.20,99,29328
flake8,0.15,231,22664
ruff,0.01,145,80132
mypy,0.15,100,52548
bandit,0.20,99,29164
flake8,0.15,234,24712
ruff,0.01,133,78376
mypy,0.15,100,52620
bandit,0.20,100,29128
flake8,0.15,236,22704
ruff,0.01,133,84304
mypy,0.15,100,52492
bandit,0.20,100,29232
flake8,0.16,222,22864
ruff,0.01,120,64028
mypy,0.15,100,52616
bandit,0.20,99,29156
flake8,0.15,230,24900
ruff,0.01,140,66272
mypy,0.15,100,52568
bandit,0.20,95,29128
flake8,0.15,245,24688
ruff,0.01,133,76488
mypy,0.15,99,52560
bandit,0.20,99,29236
flake8,0.15,231,22740
ruff,0.01,146,76724
mypy,0.15,100,52488
bandit,0.20,99,29236
flake8,0.15,232,22864
ruff,0.01,122,80304
mypy,0.15,100,52560
bandit,0.20,99,28964
flake8,0.15,234,24844
ruff,0.01,154,82488
mypy,0.15,100,52536
bandit,0.20,99,29252
flake8,0.15,232,22680
ruff,0.01,136,81832
mypy,0.15,100,52488
bandit,0.20,94,29248
flake8,0.15,236,22748
ruff,0.01,136,76248
mypy,0.14,99,52528
bandit,0.20,99,29304
flake8,0.15,230,24864
ruff,0.01,129,78204
mypy,0.15,100,52548
bandit,0.20,99,29296
flake8,0.15,233,22744
ruff,0.01,133,84216
mypy,0.15,99,52544
bandit,0.20,99,29284
flake8,0.15,236,22684
ruff,0.01,141,84200
mypy,0.15,98,52548
bandit,0.20,99,29160
flake8,0.15,239,22812
ruff,0.01,127,80124
mypy,0.14,100,52500
bandit,0.21,100,29288
flake8,0.15,234,22804
ruff,0.01,129,84424
mypy,0.15,100,52552
bandit,0.21,100,29080
flake8,0.15,236,24704
ruff,0.01,154,82320
mypy,0.15,99,52572
bandit,0.21,100,29332
flake8,0.15,233,22788
ruff,0.01,140,70556
mypy,0.15,99,52556
bandit,0.20,100,29124
flake8,0.15,232,24836
ruff,0.01,130,85052
mypy,0.15,99,52536
bandit,0.24,100,29220
flake8,0.16,228,22780
ruff,0.01,126,80316
mypy,0.15,100,52528
bandit,0.20,99,29220
flake8,0.15,233,22684
ruff,0.01,145,84212
mypy,0.15,99,52556
bandit,0.21,100,29160
flake8,0.15,236,24732
ruff,0.01,154,80808
mypy,0.15,99,52572
bandit,0.20,99,29300
flake8,0.16,235,22684
ruff,0.01,145,82980
mypy,0.15,100,52476
bandit,0.20,99,29216
flake8,0.15,233,22864
ruff,0.01,123,78052
mypy,0.15,100,52608
bandit,0.20,99,29332
flake8,0.15,234,22860
ruff,0.01,145,74232
mypy,0.15,99,52524
bandit,0.20,99,29260
flake8,0.15,236,24824
ruff,0.01,150,84376
mypy,0.15,100,52620
bandit,0.20,99,28956
flake8,0.15,236,22856
ruff,0.01,145,78528
mypy,0.15,99,52472
bandit,0.20,100,29256
flake8,0.16,231,24828
ruff,0.01,126,80248
mypy,0.15,99,52564
bandit,0.20,95,29288
flake8,0.15,242,22776
ruff,0.01,133,86124
mypy,0.15,99,52604
bandit,0.20,99,29224
flake8,0.15,236,24840
ruff,0.01,136,82176
mypy,0.15,100,52608
bandit,0.20,100,29136
flake8,0.15,239,22816
ruff,0.01,136,82500
mypy,0.15,100,52452
bandit,0.21,100,29220
flake8,0.15,236,22728
ruff,0.01,112,63508
mypy,0.15,100,52460
bandit,0.21,99,29324
flake8,0.15,242,22744
ruff,0.01,150,76692
mypy,0.15,100,52528
bandit,0.20,99,29124
flake8,0.16,229,24760
ruff,0.01,133,80072
mypy,0.15,99,52548
bandit,0.20,100,29152
flake8,0.15,233,22680
ruff,0.01,136,78384
mypy,0.15,100,52544
bandit,0.20,100,29324
flake8,0.16,226,24824
ruff,0.01,129,82580
mypy,0.15,99,52604
bandit,0.21,95,29232
flake8,0.15,235,22660
ruff,0.01,133,78376
mypy,0.15,99,52628
bandit,0.20,99,29144
flake8,0.15,234,22812
ruff,0.01,145,82464
mypy,0.15,100,52560
bandit,0.20,98,29296
flake8,0.15,234,22832
ruff,0.01,150,80544
mypy,0.15,100,52596
bandit,0.20,99,29328
flake8,0.15,234,22816
ruff,0.01,126,82504
mypy,0.15,100,52536
bandit,0.20,100,29248
flake8,0.15,232,22684
ruff,0.01,138,78840
mypy,0.15,99,52620
bandit,0.20,100,29248
flake8,0.15,236,24732
ruff,0.01,133,84400
mypy,0.15,100,52612
bandit,0.20,99,29252
flake8,0.14,238,24752
ruff,0.01,136,84468
mypy,0.15,100,52548
bandit,0.21,100,29232
flake8,0.15,234,22668
ruff,0.01,122,82140
mypy,0.15,99,52612
bandit,0.20,100,29256
flake8,0.16,238,22728
ruff,0.01,130,76340
mypy,0.15,100,52460
bandit,0.20,100,28964
flake8,0.15,235,24696
ruff,0.01,154,79128
mypy,0.15,100,52460
bandit,0.20,99,29220
flake8,0.15,234,22692
ruff,0.01,127,73924
mypy,0.15,100,52532
bandit,0.20,99,29124
flake8,0.16,229,22688
ruff,0.01,122,84496
mypy,0.15,100,52520
bandit,0.20,99,29136
flake8,0.15,236,22836
ruff,0.01,145,84312
mypy,0.15,100,52580
bandit,0.20,100,29120
flake8,0.15,242,22740
ruff,0.01,133,82100
mypy,0.15,100,52568
bandit,0.20,99,29132
flake8,0.14,239,22688
ruff,0.01,145,84560
mypy,0.15,100,52524
bandit,0.20,99,29248
flake8,0.16,227,22728
ruff,0.01,129,74432
mypy,0.15,100,52548
bandit,0.21,99,29156
flake8,0.15,240,24844
ruff,0.01,133,74528
mypy,0.15,99,52512
bandit,0.20,99,29080
flake8,0.14,239,22864
ruff,0.01,141,76520
mypy,0.15,99,52568
bandit,0.20,100,29324
flake8,0.15,241,22660
ruff,0.01,145,80284
mypy,0.15,100,52592
bandit,0.20,100,29224
flake8,0.15,231,22728
ruff,0.01,137,78072
mypy,0.15,100,52560
bandit,0.20,99,29152
flake8,0.15,237,24888
ruff,0.01,154,74040
mypy,0.15,100,52564
bandit,0.20,100,29252
flake8,0.14,235,24836
ruff,0.01,145,76320
mypy,0.15,100,52564
bandit,0.21,100,29116
flake8,0.15,231,24804
ruff,0.01,125,80200
mypy,0.15,100,52524
bandit,0.20,99,29244
flake8,0.17,223,22688
ruff,0.01,122,82196
mypy,0.15,99,52632
bandit,0.20,99,28964
flake8,0.15,232,24696
ruff,0.01,125,82096
mypy,0.15,100,52556
bandit,0.21,100,29140
flake8,0.15,239,22736
ruff,0.01,160,73212
mypy,0.15,100,52540
bandit,0.20,100,29252
flake8,0.15,243,22744
ruff,0.01,145,76644
mypy,0.15,93,52628
bandit,0.24,99,29088
flake8,0.17,221,22744
ruff,0.01,122,82400
mypy,0.15,99,52452
bandit,0.20,99,29092
flake8,0.15,231,22800
ruff,0.01,133,82524
mypy,0.15,100,52540
bandit,0.20,100,29160
flake8,0.16,238,22788
ruff,0.01,145,82268
mypy,0.15,100,52600
bandit,0.20,99,29212
flake8,0.15,237,24768
ruff,0.01,133,78552
mypy,0.15,100,52524
bandit,0.20,100,29252
flake8,0.15,226,24824
ruff,0.02,132,75964
mypy,0.15,100,52540
bandit,0.20,99,29280
flake8,0.15,236,24720
ruff,0.01,133,84044
mypy,0.14,99,52596
bandit,0.20,99,29236
flake8,0.15,233,22788
ruff,0.01,136,80308
mypy,0.15,100,52612
bandit,0.20,99,29292
flake8,0.15,228,24700
ruff,0.01,136,82424
mypy,0.15,100,52608
bandit,0.20,99,29080
flake8,0.15,234,22744
ruff,0.01,123,72316
mypy,0.15,99,52628
bandit,0.20,100,29140
flake8,0.15,234,24728
ruff,0.01,133,80424
mypy,0.15,100,52552
bandit,0.20,99,28960
flake8,0.15,233,26724
ruff,0.01,133,82268
mypy,0.15,100,52464
bandit,0.20,100,29248
flake8,0.15,237,22784
ruff,0.01,145,84204
mypy,0.15,100,52632
bandit,0.20,99,29256
flake8,0.16,232,24720
ruff,0.01,126,72184
mypy,0.15,99,52544
bandit,0.20,100,29156
flake8,0.15,236,22816
ruff,0.01,133,82356
mypy,0.15,98,52540
bandit,0.20,100,29236
flake8,0.14,232,22628
ruff,0.01,150,80248
mypy,0.15,99,52496
bandit,0.20,99,29236
flake8,0.15,231,22864
ruff,0.01,133,82084
mypy,0.15,99,52616
bandit,0.21,100,29252
flake8,0.16,233,22684
ruff,0.01,122,82148
mypy,0.15,100,52632
bandit,0.20,99,29116
flake8,0.15,238,24720
ruff,0.01,136,80428
mypy,0.15,100,52628
bandit,0.20,99,29156
flake8,0.15,234,22816
ruff,0.01,130,74068
mypy,0.15,100,52616
bandit,0.20,100,29252
flake8,0.15,245,22680
ruff,0.01,145,76520
mypy,0.15,99,52540
bandit,0.21,97,29284
flake8,0.16,231,22856
ruff,0.01,129,78256
mypy,0.15,99,52456
bandit,0.20,100,29256
flake8,0.15,233,24908
ruff,0.01,154,76424
mypy,0.15,100,52572
bandit,0.20,100,29280
